Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[ecotype],Characteristics[growth condition],Characteristics[age],Unit[time unit],Characteristics[developmental stage],Characteristics[organism part],Characteristics[genotype],Characteristics[stimulus],Comment[replicate],Material Type,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Protocol REF,Performer,Protocol REF,Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[genotype],Factor Value[compound],Factor Value[dose],Unit[dose unit],Factor Value[time],Unit[time unit]
R1_Col_elf18_030,ERS5229418,SAMEA7471722,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-3_Col_elf18_030,group 100,sequencing assay,ERX4623784,R1-3_Col_elf18_030.fq.gz,R1-3_Col_elf18_030.fq.gz,ERR4702917,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4702917/ERR4702917.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,30,minute
R1_Col_elf18_090,ERS5229419,SAMEA7471723,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-1_Col_elf18_090,group 101,sequencing assay,ERX4623785,R1-1_Col_elf18_090.fq.gz,R1-1_Col_elf18_090.fq.gz,ERR4702918,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4702918/ERR4702918.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,90,minute
R1_Col_elf18_090,ERS5229419,SAMEA7471723,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-2_Col_elf18_090,group 101,sequencing assay,ERX4623785,R1-2_Col_elf18_090.fq.gz,R1-2_Col_elf18_090.fq.gz,ERR4702919,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4702919/ERR4702919.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,90,minute
R1_Col_elf18_090,ERS5229419,SAMEA7471723,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-3_Col_elf18_090,group 101,sequencing assay,ERX4623785,R1-3_Col_elf18_090.fq.gz,R1-3_Col_elf18_090.fq.gz,ERR4702920,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4702920/ERR4702920.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,90,minute
R1_Col_elf18_180,ERS5229420,SAMEA7471724,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-1_Col_elf18_180,group 102,sequencing assay,ERX4623786,R1-1_Col_elf18_180.fq.gz,R1-1_Col_elf18_180.fq.gz,ERR4702921,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4702921/ERR4702921.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,180,minute
R1_Col_elf18_180,ERS5229420,SAMEA7471724,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-2_Col_elf18_180,group 102,sequencing assay,ERX4623786,R1-2_Col_elf18_180.fq.gz,R1-2_Col_elf18_180.fq.gz,ERR4702922,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/002/ERR4702922/ERR4702922.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,180,minute
R1_Col_elf18_180,ERS5229420,SAMEA7471724,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,1,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R1_Col_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R1-3_Col_elf18_180,group 102,sequencing assay,ERX4623786,R1-3_Col_elf18_180.fq.gz,R1-3_Col_elf18_180.fq.gz,ERR4702923,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/003/ERR4702923/ERR4702923.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,180,minute
R2_Col_elf18_000,ERS5229421,SAMEA7471725,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_000,group 103,sequencing assay,ERX4623787,R2-1_Col_elf18_000.fq.gz,R2-1_Col_elf18_000.fq.gz,ERR4702924,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/004/ERR4702924/ERR4702924.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,0,minute
R2_Col_elf18_000,ERS5229421,SAMEA7471725,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_000,group 103,sequencing assay,ERX4623787,R2-2_Col_elf18_000.fq.gz,R2-2_Col_elf18_000.fq.gz,ERR4702925,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/005/ERR4702925/ERR4702925.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,0,minute
R2_Col_elf18_005,ERS5229422,SAMEA7471726,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_005,group 104,sequencing assay,ERX4623788,R2-1_Col_elf18_005.fq.gz,R2-1_Col_elf18_005.fq.gz,ERR4702926,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4702926/ERR4702926.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,5,minute
R2_Col_elf18_005,ERS5229422,SAMEA7471726,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_005,group 104,sequencing assay,ERX4623788,R2-2_Col_elf18_005.fq.gz,R2-2_Col_elf18_005.fq.gz,ERR4702927,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4702927/ERR4702927.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,5,minute
R2_Col_elf18_010,ERS5229423,SAMEA7471727,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_010,group 105,sequencing assay,ERX4623789,R2-1_Col_elf18_010.fq.gz,R2-1_Col_elf18_010.fq.gz,ERR4702928,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4702928/ERR4702928.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,10,minute
R2_Col_elf18_010,ERS5229423,SAMEA7471727,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_010,group 105,sequencing assay,ERX4623789,R2-2_Col_elf18_010.fq.gz,R2-2_Col_elf18_010.fq.gz,ERR4702929,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4702929/ERR4702929.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,10,minute
R2_Col_elf18_030,ERS5229424,SAMEA7471728,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_030,group 106,sequencing assay,ERX4623790,R2-1_Col_elf18_030.fq.gz,R2-1_Col_elf18_030.fq.gz,ERR4702930,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4702930/ERR4702930.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,30,minute
R2_Col_elf18_030,ERS5229424,SAMEA7471728,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_030,group 106,sequencing assay,ERX4623790,R2-2_Col_elf18_030.fq.gz,R2-2_Col_elf18_030.fq.gz,ERR4702931,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4702931/ERR4702931.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,30,minute
R2_Col_elf18_090,ERS5229425,SAMEA7471729,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_090,group 107,sequencing assay,ERX4623791,R2-1_Col_elf18_090.fq.gz,R2-1_Col_elf18_090.fq.gz,ERR4702932,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/002/ERR4702932/ERR4702932.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,90,minute
R2_Col_elf18_090,ERS5229425,SAMEA7471729,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_090,group 107,sequencing assay,ERX4623791,R2-2_Col_elf18_090.fq.gz,R2-2_Col_elf18_090.fq.gz,ERR4702933,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/003/ERR4702933/ERR4702933.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,90,minute
R2_Col_elf18_180,ERS5229426,SAMEA7471730,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_Col_elf18_180,group 108,sequencing assay,ERX4623792,R2-1_Col_elf18_180.fq.gz,R2-1_Col_elf18_180.fq.gz,ERR4702934,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/004/ERR4702934/ERR4702934.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,180,minute
R2_Col_elf18_180,ERS5229426,SAMEA7471730,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_Col_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_Col_elf18_180,group 108,sequencing assay,ERX4623792,R2-2_Col_elf18_180.fq.gz,R2-2_Col_elf18_180.fq.gz,ERR4702935,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/005/ERR4702935/ERR4702935.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,180,minute
R3_Col_elf18_000,ERS5229427,SAMEA7471731,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_Col_elf18_000,group 109,sequencing assay,ERX4623793,R3-1_Col_elf18_000.fq.gz,R3-1_Col_elf18_000.fq.gz,ERR4702936,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4702936/ERR4702936.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,0,minute
R3_Col_elf18_000,ERS5229427,SAMEA7471731,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_Col_elf18_000,group 109,sequencing assay,ERX4623793,R3-2_Col_elf18_000.fq.gz,R3-2_Col_elf18_000.fq.gz,ERR4702937,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4702937/ERR4702937.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,0,minute
R3_Col_elf18_005,ERS5229428,SAMEA7471732,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_Col_elf18_005,group 110,sequencing assay,ERX4623794,R3-1_Col_elf18_005.fq.gz,R3-1_Col_elf18_005.fq.gz,ERR4702938,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4702938/ERR4702938.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,5,minute
R3_Col_elf18_005,ERS5229428,SAMEA7471732,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_Col_elf18_005,group 110,sequencing assay,ERX4623794,R3-2_Col_elf18_005.fq.gz,R3-2_Col_elf18_005.fq.gz,ERR4702939,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4702939/ERR4702939.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,5,minute
R3_Col_elf18_010,ERS5229429,SAMEA7471733,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_Col_elf18_010,group 111,sequencing assay,ERX4623795,R3-1_Col_elf18_010.fq.gz,R3-1_Col_elf18_010.fq.gz,ERR4702940,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4702940/ERR4702940.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,10,minute
R3_Col_elf18_010,ERS5229429,SAMEA7471733,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,wild type genotype,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_Col_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_Col_elf18_010,group 111,sequencing assay,ERX4623795,R3-2_Col_elf18_010.fq.gz,R3-2_Col_elf18_010.fq.gz,ERR4702941,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4702941/ERR4702941.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,wild type genotype,elf18,1,millimolar,10,minute
