AT1G49730.1 | Symbols:  | Protein kinase superfamily protein | chr1:18402618-18405638 REVERSE LENGTH=693
AT3G45410.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:16654019-16656013 REVERSE LENGTH=664
AT3G05650.1 | Symbols: AtRLP32, RLP32 | receptor like protein 32 | chr3:1645884-1648490 REVERSE LENGTH=868
AT3G46330.1 | Symbols: MEE39 | Leucine-rich repeat protein kinase family protein | chr3:17020887-17024884 REVERSE LENGTH=878
AT3G59420.1 | Symbols: ACR4, CR4 | crinkly4 | chr3:21959871-21962558 REVERSE LENGTH=895
AT3G46290.1 | Symbols: HERK1 | hercules receptor kinase 1 | chr3:17013009-17015501 FORWARD LENGTH=830
AT3G28040.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr3:10435139-10438268 FORWARD LENGTH=1016
AT3G09780.1 | Symbols: CCR1, ATCRR1 | CRINKLY4 related 1 | chr3:3000838-3003165 REVERSE LENGTH=775
AT3G04690.1 | Symbols: ANX1 | Malectin/receptor-like protein kinase family protein | chr3:1273386-1275938 REVERSE LENGTH=850
AT3G47090.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17341512-17344645 REVERSE LENGTH=1009
AT3G47110.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17347103-17350296 REVERSE LENGTH=1025
AT3G55550.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:20600019-20602073 REVERSE LENGTH=684
AT3G18810.1 | Symbols:  | Protein kinase superfamily protein | chr3:6480701-6483593 REVERSE LENGTH=700
AT3G53380.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:19789204-19791351 REVERSE LENGTH=715
AT3G47580.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17532687-17535810 FORWARD LENGTH=1011
AT3G47570.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:17527611-17530748 FORWARD LENGTH=1010
AT3G19700.1 | Symbols: IKU2 | Leucine-rich repeat protein kinase family protein | chr3:6843662-6846791 FORWARD LENGTH=991
AT3G23120.1 | Symbols: AtRLP38, RLP38 | receptor like protein 38 | chr3:8227222-8229576 REVERSE LENGTH=784
AT3G02880.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:634819-636982 FORWARD LENGTH=627
AT3G23110.1 | Symbols: AtRLP37, RLP37 | receptor like protein 37 | chr3:8222364-8224871 REVERSE LENGTH=835
AT3G24240.1 | Symbols:  | Leucine-rich repeat receptor-like protein kinase family protein | chr3:8780551-8784150 FORWARD LENGTH=1141
AT3G23010.1 | Symbols: AtRLP36, RLP36 | receptor like protein 36 | chr3:8174858-8176645 FORWARD LENGTH=595
AT3G56100.1 | Symbols: MRLK, IMK3 | meristematic receptor-like  kinase | chr3:20817074-20819517 REVERSE LENGTH=719
AT3G02130.1 | Symbols: RPK2, TOAD2, CLI1 | receptor-like protein kinase 2 | chr3:380726-384181 FORWARD LENGTH=1151
AT3G23750.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:8558332-8561263 FORWARD LENGTH=928
AT3G24540.1 | Symbols:  | Protein kinase superfamily protein | chr3:8952903-8955621 FORWARD LENGTH=509
AT3G21630.1 | Symbols: CERK1, LYSM RLK1 | chitin elicitor receptor kinase 1 | chr3:7615543-7618530 REVERSE LENGTH=617
AT3G05370.1 | Symbols: AtRLP31, RLP31 | receptor like protein 31 | chr3:1536134-1538716 REVERSE LENGTH=860
AT3G24550.1 | Symbols: ATPERK1, PERK1 | proline extensin-like receptor kinase 1 | chr3:8960411-8963303 FORWARD LENGTH=652
AT3G28450.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:10667359-10669176 FORWARD LENGTH=605
AT3G08870.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr3:2700500-2702581 REVERSE LENGTH=693
AT3G05360.1 | Symbols: AtRLP30, RLP30 | receptor like protein 30 | chr3:1530900-1533260 REVERSE LENGTH=786
AT3G55950.1 | Symbols: CCR3, ATCRR3 | CRINKLY4 related 3 | chr3:20753903-20756347 REVERSE LENGTH=814
AT3G21340.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:7511848-7515937 REVERSE LENGTH=899
AT3G53590.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr3:19867379-19871651 REVERSE LENGTH=783
AT3G56050.1 | Symbols:  | Protein kinase family protein | chr3:20798322-20800706 REVERSE LENGTH=499
AT3G14350.1 | Symbols: SRF7 | STRUBBELIG-receptor family 7 | chr3:4783115-4786999 REVERSE LENGTH=717
AT3G14840.2 | Symbols:  | Leucine-rich repeat transmembrane protein kinase | chr3:4988271-4993891 FORWARD LENGTH=1020
AT3G25560.3 | Symbols: NIK2 | NSP-interacting kinase 2 | chr3:9279550-9282560 REVERSE LENGTH=647
AT4G23280.1 | Symbols: CRK20 | cysteine-rich RLK (RECEPTOR-like protein kinase) 20 | chr4:12174740-12177471 FORWARD LENGTH=656
AT4G23270.1 | Symbols: CRK19 | cysteine-rich RLK (RECEPTOR-like protein kinase) 19 | chr4:12171133-12173794 FORWARD LENGTH=645
AT4G31250.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:15179201-15181751 REVERSE LENGTH=676
AT4G23250.1 | Symbols: EMB1290, DUF26-21, RKC1, CRK17 | kinases;protein kinases | chr4:12162004-12167026 REVERSE LENGTH=1035
AT4G23260.1 | Symbols: CRK18 | cysteine-rich RLK (RECEPTOR-like protein kinase) 18 | chr4:12167528-12170055 REVERSE LENGTH=659
AT4G22730.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:11941384-11943696 FORWARD LENGTH=688
AT4G37250.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:17527789-17530191 REVERSE LENGTH=768
AT4G05200.1 | Symbols: CRK25 | cysteine-rich RLK (RECEPTOR-like protein kinase) 25 | chr4:2679793-2682309 REVERSE LENGTH=675
AT4G23310.1 | Symbols: CRK23 | cysteine-rich RLK (RECEPTOR-like protein kinase) 23 | chr4:12185737-12188763 FORWARD LENGTH=830
AT4G08850.1 | Symbols:  | Leucine-rich repeat receptor-like protein kinase family protein | chr4:5636693-5640496 REVERSE LENGTH=1045
AT4G23300.1 | Symbols: CRK22 | cysteine-rich RLK (RECEPTOR-like protein kinase) 22 | chr4:12182002-12184531 FORWARD LENGTH=660
AT4G23320.1 | Symbols: CRK24 | cysteine-rich RLK (RECEPTOR-like protein kinase) 24 | chr4:12189182-12191977 REVERSE LENGTH=437
AT4G26540.1 | Symbols:  | Leucine-rich repeat receptor-like protein kinase family protein | chr4:13394673-13398028 REVERSE LENGTH=1091
AT4G39400.1 | Symbols: BRI1, CBB2, DWF2, BIN1, ATBRI1 | Leucine-rich receptor-like protein kinase family protein | chr4:18324826-18328416 FORWARD LENGTH=1196
AT4G03390.1 | Symbols: SRF3 | STRUBBELIG-receptor family 3 | chr4:1490912-1494553 REVERSE LENGTH=776
AT4G28350.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr4:14026577-14028622 FORWARD LENGTH=649
AT4G03230.1 | Symbols:  | S-locus lectin protein kinase family protein | chr4:1419278-1422828 REVERSE LENGTH=1010
AT4G21400.1 | Symbols: CRK28 | cysteine-rich RLK (RECEPTOR-like protein kinase) 28 | chr4:11399218-11401709 REVERSE LENGTH=711
AT4G21390.1 | Symbols: B120 | S-locus lectin protein kinase family protein | chr4:11394458-11397474 REVERSE LENGTH=849
AT4G21380.1 | Symbols: ARK3, RK3 | receptor kinase 3 | chr4:11389219-11393090 REVERSE LENGTH=850
AT4G21410.1 | Symbols: CRK29 | cysteine-rich RLK (RECEPTOR-like protein kinase) 29 | chr4:11402463-11405025 REVERSE LENGTH=679
AT4G18250.1 | Symbols:  | receptor serine/threonine kinase, putative | chr4:10087343-10091963 REVERSE LENGTH=853
AT4G22130.1 | Symbols: SRF8 | STRUBBELIG-receptor family 8 | chr4:11723733-11727331 FORWARD LENGTH=703
AT4G28490.1 | Symbols: RLK5, HAE | Leucine-rich receptor-like protein kinase family protein | chr4:14077894-14080965 FORWARD LENGTH=999
AT4G13920.1 | Symbols: AtRLP50, RLP50 | receptor like protein 50 | chr4:8043861-8046536 FORWARD LENGTH=891
AT4G13880.1 | Symbols: AtRLP48, RLP48 | receptor like protein 48 | chr4:8026151-8028614 FORWARD LENGTH=725
AT4G39110.1 | Symbols:  | Malectin/receptor-like protein kinase family protein | chr4:18222483-18225119 REVERSE LENGTH=878
AT4G31100.1 | Symbols:  | wall-associated kinase, putative | chr4:15123862-15126426 FORWARD LENGTH=786
AT4G31110.1 | Symbols:  | Wall-associated kinase family protein | chr4:15127257-15129880 FORWARD LENGTH=793
AT4G29050.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr4:14314870-14316879 REVERSE LENGTH=669
AT4G34220.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:16381653-16384054 REVERSE LENGTH=757
AT4G28650.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase family protein | chr4:14144155-14147276 REVERSE LENGTH=1013
AT4G28670.1 | Symbols:  | Protein kinase family protein with domain of unknown function (DUF26) | chr4:14151387-14153935 FORWARD LENGTH=625
AT4G30520.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:14908193-14911040 REVERSE LENGTH=648
AT4G36180.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr4:17120209-17123698 REVERSE LENGTH=1136
AT4G20940.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr4:11202728-11206038 FORWARD LENGTH=977
AT4G00340.1 | Symbols: RLK4 | receptor-like protein kinase 4 | chr4:148958-151496 FORWARD LENGTH=818
AT4G23160.1 | Symbols: CRK8 | cysteine-rich RLK (RECEPTOR-like protein kinase) 8 | chr4:12129485-12134086 FORWARD LENGTH=1262
AT4G23180.1 | Symbols: CRK10, RLK4 | cysteine-rich RLK (RECEPTOR-like protein kinase) 10 | chr4:12138171-12140780 FORWARD LENGTH=669
AT4G23230.1 | Symbols: CRK15 | cysteine-rich RLK (RECEPTOR-like protein kinase) 15 | chr4:12157827-12159919 REVERSE LENGTH=507
AT4G23220.1 | Symbols: CRK14 | cysteine-rich RLK (RECEPTOR-like protein kinase) 14 | chr4:12154091-12157091 REVERSE LENGTH=728
AT4G23190.1 | Symbols: CRK11, AT-RLK3 | cysteine-rich RLK (RECEPTOR-like protein kinase) 11 | chr4:12141197-12143710 REVERSE LENGTH=667
AT4G23200.1 | Symbols: CRK12 | cysteine-rich RLK (RECEPTOR-like protein kinase) 12 | chr4:12145380-12147934 REVERSE LENGTH=648
AT4G23150.1 | Symbols: CRK7 | cysteine-rich RLK (RECEPTOR-like protein kinase) 7 | chr4:12125731-12128301 FORWARD LENGTH=659
AT4G21230.1 | Symbols: CRK27 | cysteine-rich RLK (RECEPTOR-like protein kinase) 27 | chr4:11319244-11321679 REVERSE LENGTH=642
AT4G38830.1 | Symbols: CRK26 | cysteine-rich RLK (RECEPTOR-like protein kinase) 26 | chr4:18122339-18124943 FORWARD LENGTH=665
AT4G20140.1 | Symbols: GSO1 | Leucine-rich repeat transmembrane protein kinase | chr4:10884220-10888045 FORWARD LENGTH=1249
AT4G00970.1 | Symbols: CRK41 | cysteine-rich RLK (RECEPTOR-like protein kinase) 41 | chr4:418437-421694 FORWARD LENGTH=665
AT4G20450.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:11024054-11029008 REVERSE LENGTH=898
AT4G20270.1 | Symbols: BAM3 | Leucine-rich receptor-like protein kinase family protein | chr4:10949822-10952924 FORWARD LENGTH=992
AT4G27290.1 | Symbols:  | S-locus lectin protein kinase family protein | chr4:13666281-13669202 FORWARD LENGTH=783
AT4G04220.1 | Symbols: AtRLP46, RLP46 | receptor like protein 46 | chr4:2033427-2035946 FORWARD LENGTH=811
AT4G27300.1 | Symbols:  | S-locus lectin protein kinase family protein | chr4:13669308-13672348 REVERSE LENGTH=815
AT4G04490.1 | Symbols: CRK36 | cysteine-rich RLK (RECEPTOR-like protein kinase) 36 | chr4:2231957-2234638 REVERSE LENGTH=658
AT4G18760.1 | Symbols: AtRLP51, RLP51 | receptor like protein 51 | chr4:10308163-10309458 REVERSE LENGTH=431
AT4G04510.1 | Symbols: CRK38 | cysteine-rich RLK (RECEPTOR-like protein kinase) 38 | chr4:2242122-2244656 FORWARD LENGTH=648
AT4G04500.1 | Symbols: CRK37 | cysteine-rich RLK (RECEPTOR-like protein kinase) 37 | chr4:2238411-2240767 FORWARD LENGTH=646
AT4G18640.1 | Symbols: MRH1 | Leucine-rich repeat protein kinase family protein | chr4:10260481-10263577 FORWARD LENGTH=678
AT4G29450.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:14478837-14482626 REVERSE LENGTH=863
AT4G34440.1 | Symbols:  | Protein kinase superfamily protein | chr4:16466008-16468748 FORWARD LENGTH=670
AT4G02420.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr4:1064363-1066372 REVERSE LENGTH=669
AT4G02410.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr4:1060086-1062110 REVERSE LENGTH=674
AT4G04960.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr4:2533096-2535156 FORWARD LENGTH=686
AT4G04540.1 | Symbols: CRK39 | cysteine-rich RLK (RECEPTOR-like protein kinase) 39 | chr4:2259580-2262138 FORWARD LENGTH=659
AT4G04570.1 | Symbols: CRK40 | cysteine-rich RLK (RECEPTOR-like protein kinase) 40 | chr4:2290045-2292717 FORWARD LENGTH=654
AT4G11530.1 | Symbols: CRK34 | cysteine-rich RLK (RECEPTOR-like protein kinase) 34 | chr4:6987093-6989599 FORWARD LENGTH=669
AT4G29990.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase protein | chr4:14665802-14669438 REVERSE LENGTH=876
AT4G11460.1 | Symbols: CRK30 | cysteine-rich RLK (RECEPTOR-like protein kinase) 30 | chr4:6964468-6967093 FORWARD LENGTH=700
AT4G11470.1 | Symbols: CRK31 | cysteine-rich RLK (RECEPTOR-like protein kinase) 31 | chr4:6967729-6970161 FORWARD LENGTH=666
AT4G11900.1 | Symbols:  | S-locus lectin protein kinase family protein | chr4:7150241-7153542 REVERSE LENGTH=849
AT4G11490.1 | Symbols: CRK33 | cysteine-rich RLK (RECEPTOR-like protein kinase) 33 | chr4:6978848-6981548 FORWARD LENGTH=636
AT4G11480.1 | Symbols: CRK32 | cysteine-rich RLK (RECEPTOR-like protein kinase) 32 | chr4:6971408-6973799 FORWARD LENGTH=656
AT4G32300.1 | Symbols: SD2-5 | S-domain-2 5 | chr4:15599970-15602435 FORWARD LENGTH=821
AT4G02010.1 | Symbols:  | Protein kinase superfamily protein | chr4:881457-885222 FORWARD LENGTH=725
AT4G23130.2 | Symbols: CRK5, RLK6 | cysteine-rich RLK (RECEPTOR-like protein kinase) 5 | chr4:12117688-12120134 REVERSE LENGTH=663
AT4G39270.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr4:18276874-18279710 FORWARD LENGTH=864
AT4G23140.2 | Symbols: CRK6 | cysteine-rich RLK (RECEPTOR-like protein kinase) 6 | chr4:12121397-12124037 FORWARD LENGTH=680
AT4G23290.2 | Symbols: CRK21 | cysteine-rich RLK (RECEPTOR-like protein kinase) 21 | chr4:12177910-12180810 REVERSE LENGTH=690
AT4G33430.2 | Symbols: BAK1 | BRI1-associated receptor kinase | chr4:16086654-16090288 REVERSE LENGTH=662
AT4G29180.2 | Symbols: RHS16 | root hair specific 16 | chr4:14385631-14389524 FORWARD LENGTH=913
AT5G66790.1 | Symbols:  | Protein kinase superfamily protein | chr5:26665181-26667387 FORWARD LENGTH=622
AT5G16590.1 | Symbols: LRR1 | Leucine-rich repeat protein kinase family protein | chr5:5431862-5433921 FORWARD LENGTH=625
AT5G01890.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr5:341661-344650 REVERSE LENGTH=967
AT5G58540.1 | Symbols:  | Protein kinase superfamily protein | chr5:23663400-23665182 FORWARD LENGTH=484
AT5G16000.1 | Symbols: NIK1 | NSP-interacting kinase 1 | chr5:5224264-5227003 FORWARD LENGTH=638
AT5G65710.1 | Symbols: HSL2 | HAESA-like 2 | chr5:26292372-26295440 FORWARD LENGTH=993
AT5G28680.1 | Symbols: ANX2 | Malectin/receptor-like protein kinase family protein | chr5:10719437-10722013 REVERSE LENGTH=858
AT5G58150.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:23530216-23532573 REVERSE LENGTH=785
AT5G65830.1 | Symbols: ATRLP57, RLP57 | receptor like protein 57 | chr5:26342396-26343235 REVERSE LENGTH=279
AT5G65600.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:26216126-26218153 REVERSE LENGTH=675
AT5G02070.1 | Symbols:  | Protein kinase family protein | chr5:405895-408220 REVERSE LENGTH=657
AT5G40380.1 | Symbols: CRK42 | cysteine-rich RLK (RECEPTOR-like protein kinase) 42 | chr5:16152121-16155038 FORWARD LENGTH=651
AT5G48740.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:19765324-19769314 REVERSE LENGTH=895
AT5G61350.1 | Symbols:  | Protein kinase superfamily protein | chr5:24667973-24670501 FORWARD LENGTH=842
AT5G40170.1 | Symbols: AtRLP54, RLP54 | receptor like protein 54 | chr5:16065179-16067557 REVERSE LENGTH=792
AT5G53890.1 | Symbols: PSKR2, AtPSKR2 | phytosylfokine-alpha receptor 2 | chr5:21877235-21880345 FORWARD LENGTH=1036
AT5G39390.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:15763715-15765469 REVERSE LENGTH=502
AT5G48940.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase family protein | chr5:19839785-19843744 FORWARD LENGTH=1135
AT5G10530.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:3324978-3326933 REVERSE LENGTH=651
AT5G54380.1 | Symbols: THE1 | protein kinase family protein | chr5:22077313-22079880 REVERSE LENGTH=855
AT5G03140.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:737750-739885 REVERSE LENGTH=711
AT5G20690.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:7002453-7004551 FORWARD LENGTH=659
AT5G61480.1 | Symbols: PXY | Leucine-rich repeat protein kinase family protein | chr5:24724541-24727842 REVERSE LENGTH=1041
AT5G62230.1 | Symbols: ERL1 | ERECTA-like 1 | chr5:24996433-25002130 FORWARD LENGTH=966
AT5G41180.1 | Symbols:  | leucine-rich repeat transmembrane protein kinase family protein | chr5:16484045-16487228 FORWARD LENGTH=664
AT5G01560.1 | Symbols: LECRKA4.3 | lectin receptor kinase a4.3 | chr5:218170-220245 REVERSE LENGTH=691
AT5G01540.1 | Symbols: LECRKA4.1 | lectin receptor kinase a4.1 | chr5:211285-213333 REVERSE LENGTH=682
AT5G01550.1 | Symbols: LECRKA4.2 | lectin receptor kinase a4.1 | chr5:214517-216583 REVERSE LENGTH=688
AT5G07150.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:2215820-2217983 FORWARD LENGTH=553
AT5G07180.1 | Symbols: ERL2 | ERECTA-like 2 | chr5:2227787-2233232 REVERSE LENGTH=967
AT5G07280.1 | Symbols: EMS1, EXS | Leucine-rich repeat transmembrane protein kinase | chr5:2285088-2288666 FORWARD LENGTH=1192
AT5G06820.1 | Symbols: SRF2 | STRUBBELIG-receptor family 2 | chr5:2112994-2116663 FORWARD LENGTH=735
AT5G49660.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase family protein | chr5:20161401-20164534 REVERSE LENGTH=966
AT5G49760.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:20216679-20221052 FORWARD LENGTH=953
AT5G49770.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:20222860-20227267 FORWARD LENGTH=946
AT5G62710.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:25187438-25190325 FORWARD LENGTH=604
AT5G06940.1 | Symbols:  | Leucine-rich repeat receptor-like protein kinase family protein | chr5:2148078-2150771 REVERSE LENGTH=872
AT5G42120.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:16833073-16835148 REVERSE LENGTH=691
AT5G38560.1 | Symbols:  | Protein kinase superfamily protein | chr5:15439844-15443007 FORWARD LENGTH=681
AT5G51560.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:20945807-20948613 FORWARD LENGTH=680
AT5G51350.1 | Symbols:  | Leucine-rich repeat transmembrane protein kinase family protein | chr5:20867860-20870621 REVERSE LENGTH=895
AT5G56890.1 | Symbols:  | Protein kinase superfamily protein | chr5:23010801-23015559 REVERSE LENGTH=1113
AT5G63410.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:25395173-25397768 REVERSE LENGTH=680
AT5G06740.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:2084094-2086052 FORWARD LENGTH=652
AT5G10020.1 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr5:3133514-3136949 FORWARD LENGTH=1048
AT5G25910.1 | Symbols: AtRLP52, RLP52 | receptor like protein 52 | chr5:9038860-9041377 FORWARD LENGTH=811
AT5G39000.1 | Symbols:  | Malectin/receptor-like protein kinase family protein | chr5:15611860-15614481 FORWARD LENGTH=873
AT5G25930.1 | Symbols:  | Protein kinase family protein with leucine-rich repeat domain | chr5:9050880-9053978 FORWARD LENGTH=1005
AT5G39020.1 | Symbols:  | Malectin/receptor-like protein kinase family protein | chr5:15616917-15619358 FORWARD LENGTH=813
AT5G38990.1 | Symbols:  | Malectin/receptor-like protein kinase family protein | chr5:15608824-15611466 FORWARD LENGTH=880
AT5G39030.1 | Symbols:  | Protein kinase superfamily protein | chr5:15620066-15622486 FORWARD LENGTH=806
AT5G45780.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:18566946-18569625 REVERSE LENGTH=614
AT5G45800.1 | Symbols: MEE62 | Leucine-rich repeat protein kinase family protein | chr5:18575765-18578972 REVERSE LENGTH=666
AT5G53320.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:21636453-21638337 REVERSE LENGTH=601
AT5G63930.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:25583006-25586392 FORWARD LENGTH=1102
AT5G60280.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:24260563-24262536 FORWARD LENGTH=657
AT5G60270.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:24257761-24259767 FORWARD LENGTH=668
AT5G67280.1 | Symbols: RLK | receptor-like kinase | chr5:26842430-26845126 REVERSE LENGTH=751
AT5G60900.1 | Symbols: RLK1 | receptor-like protein kinase 1 | chr5:24498467-24501494 REVERSE LENGTH=748
AT5G48380.1 | Symbols: BIR1 | BAK1-interacting receptor-like kinase 1 | chr5:19604584-19606532 REVERSE LENGTH=620
AT5G43020.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:17255426-17257742 REVERSE LENGTH=669
AT5G59700.1 | Symbols:  | Protein kinase superfamily protein | chr5:24052613-24055102 REVERSE LENGTH=829
AT5G38260.1 | Symbols:  | Protein kinase superfamily protein | chr5:15283692-15285837 REVERSE LENGTH=638
AT5G38280.1 | Symbols: PR5K | PR5-like receptor kinase | chr5:15293325-15295838 REVERSE LENGTH=665
AT5G38240.1 | Symbols:  | Protein kinase family protein | chr5:15277239-15279317 REVERSE LENGTH=588
AT5G38250.1 | Symbols:  | Protein kinase family protein | chr5:15280643-15282709 REVERSE LENGTH=579
AT5G59270.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:23911151-23913235 REVERSE LENGTH=668
AT5G59260.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:23907901-23909925 REVERSE LENGTH=674
AT5G38210.1 | Symbols:  | Protein kinase family protein | chr5:15261035-15265376 FORWARD LENGTH=686
AT5G59680.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:24046792-24050801 FORWARD LENGTH=887
AT5G24100.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:8149216-8151191 FORWARD LENGTH=614
AT5G05160.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:1528000-1530017 FORWARD LENGTH=640
AT5G44700.1 | Symbols: EDA23, GSO2 | Leucine-rich repeat transmembrane protein kinase | chr5:18033049-18036894 REVERSE LENGTH=1252
AT5G35390.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:13596918-13598976 FORWARD LENGTH=662
AT5G24080.1 | Symbols:  | Protein kinase superfamily protein | chr5:8139334-8141014 REVERSE LENGTH=470
AT5G24010.1 | Symbols:  | Protein kinase superfamily protein | chr5:8113910-8116384 FORWARD LENGTH=824
AT5G55830.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:22594655-22596700 FORWARD LENGTH=681
AT5G47850.1 | Symbols: CCR4 | CRINKLY4 related 4 | chr5:19378803-19381058 REVERSE LENGTH=751
AT5G67200.1 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:26813893-26816555 REVERSE LENGTH=669
AT5G60310.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:24268011-24269982 FORWARD LENGTH=616
AT5G60320.1 | Symbols:  | Concanavalin A-like lectin protein kinase family protein | chr5:24270808-24272835 FORWARD LENGTH=675
AT5G35370.1 | Symbols:  | S-locus lectin protein kinase family protein | chr5:13588564-13591182 REVERSE LENGTH=872
AT5G56040.2 | Symbols:  | Leucine-rich receptor-like protein kinase family protein | chr5:22695050-22698410 FORWARD LENGTH=1090
AT5G65240.2 | Symbols:  | Leucine-rich repeat protein kinase family protein | chr5:26074530-26077650 REVERSE LENGTH=640
